"Pr.SPAM","Pr.HAM","Class","Type"
8.76208194536613e-193,3.49277844688565e-145,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.83780102399212e-86,1.60923016424225e-84,FALSE,"EASYHAM"
9.59374363836872e-206,1.99528804149227e-170,FALSE,"EASYHAM"
7.63666156797243e-97,8.28413536391936e-92,FALSE,"EASYHAM"
7.61311825334408e-163,3.92158327157515e-117,FALSE,"EASYHAM"
8.84925108609794e-148,2.29243353422865e-132,FALSE,"EASYHAM"
2.93360517935843e-89,2.34363872235831e-83,FALSE,"EASYHAM"
1.98018003815358e-164,3.04250249302616e-141,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.09322129439946e-55,1.11164406923428e-41,FALSE,"EASYHAM"
1.15976992254532e-110,2.62477649191273e-83,FALSE,"EASYHAM"
2.92596034219114e-142,2.89325353604493e-100,FALSE,"EASYHAM"
0,1.2896352248779e-306,FALSE,"EASYHAM"
6.29824153157161e-191,1.34594240848206e-145,FALSE,"EASYHAM"
5.11590118759277e-197,1.74639460280271e-160,FALSE,"EASYHAM"
1.38016564881056e-190,3.47787259174207e-149,FALSE,"EASYHAM"
1.8986821522695e-227,5.19807786026871e-185,FALSE,"EASYHAM"
0,4.45341114177923e-316,FALSE,"EASYHAM"
3.88874285355947e-63,7.47000126993758e-41,FALSE,"EASYHAM"
1.44056032978162e-139,2.85458636216976e-115,FALSE,"EASYHAM"
3.37050855267209e-82,2.38001788795212e-61,FALSE,"EASYHAM"
1.53085284390862e-191,2.16545806003174e-153,FALSE,"EASYHAM"
3.09857334216996e-138,8.80000715532477e-107,FALSE,"EASYHAM"
1.1976692278201e-150,2.77291970911326e-114,FALSE,"EASYHAM"
0,4.89959952823917e-255,FALSE,"EASYHAM"
0,7.77923567152033e-306,FALSE,"EASYHAM"
5.92824593466617e-126,9.55172606089694e-110,FALSE,"EASYHAM"
5.44172289868365e-208,1.15693977956077e-154,FALSE,"EASYHAM"
1.97976075211178e-111,4.02121230945141e-89,FALSE,"EASYHAM"
0,3.08806633053441e-302,FALSE,"EASYHAM"
6.76903091038917e-237,1.99712159729307e-172,FALSE,"EASYHAM"
2.17385001869443e-198,2.10735541001667e-132,FALSE,"EASYHAM"
2.68898240490831e-102,6.84889058790829e-76,FALSE,"EASYHAM"
2.79021729151063e-214,3.09340643497899e-164,FALSE,"EASYHAM"
4.45813182980835e-258,3.64106381459393e-192,FALSE,"EASYHAM"
8.50881452424346e-98,1.02876265252375e-74,FALSE,"EASYHAM"
2.64603389040917e-248,2.64651560612671e-205,FALSE,"EASYHAM"
0,3.87052073398303e-255,FALSE,"EASYHAM"
3.74231704275229e-233,2.36467117960311e-176,FALSE,"EASYHAM"
1.04721227918151e-198,4.9230909695033e-165,FALSE,"EASYHAM"
1.4960383346416e-253,3.0267454859302e-218,FALSE,"EASYHAM"
1.03074378674985e-47,6.5936634737037e-47,FALSE,"EASYHAM"
3.52349177478605e-95,2.07956164430765e-71,FALSE,"EASYHAM"
1.09131019142884e-172,2.12652464358488e-127,FALSE,"EASYHAM"
1.67113897106277e-201,8.48436684524533e-152,FALSE,"EASYHAM"
1.10751605852758e-187,1.96192927047299e-153,FALSE,"EASYHAM"
4.82516118917642e-222,5.73945148750813e-188,FALSE,"EASYHAM"
2.90038461335118e-288,4.11505551677328e-216,FALSE,"EASYHAM"
5.43356936993582e-232,1.88507350770007e-169,FALSE,"EASYHAM"
1.29775852325031e-251,7.03509009032584e-178,FALSE,"EASYHAM"
5.38481205638752e-269,4.5715940874642e-189,FALSE,"EASYHAM"
0,6.78059915366851e-254,FALSE,"EASYHAM"
0,1.15112436592068e-286,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
5.68603939832276e-199,6.90138462347587e-142,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,3.28877837663854e-313,FALSE,"EASYHAM"
0,1.14684577282525e-286,FALSE,"EASYHAM"
1.75519738287467e-216,1.34066718222695e-189,FALSE,"EASYHAM"
0,8.66640549370131e-320,FALSE,"EASYHAM"
4.61285313443014e-194,6.64538479393895e-164,FALSE,"EASYHAM"
3.46171508727305e-266,3.57392917997789e-191,FALSE,"EASYHAM"
3.14101987596115e-128,2.57491568062963e-100,FALSE,"EASYHAM"
5.13826837182071e-252,3.13096898000571e-172,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.31532272597722e-117,4.50562347668921e-99,FALSE,"EASYHAM"
5.73605196710636e-281,5.64404395174341e-220,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,5.66952120841446e-239,FALSE,"EASYHAM"
0,1.79259012811165e-223,FALSE,"EASYHAM"
8.42890148358428e-151,3.22051679378069e-118,FALSE,"EASYHAM"
1.04459999493796e-93,2.89605841516534e-69,FALSE,"EASYHAM"
1.21913535063825e-295,4.59306299253895e-214,FALSE,"EASYHAM"
1.29684204706715e-61,1.57650823041966e-41,FALSE,"EASYHAM"
0,9.42600867558939e-295,FALSE,"EASYHAM"
0,5.65839272689006e-269,FALSE,"EASYHAM"
8.34616202001799e-236,1.05489555478464e-170,FALSE,"EASYHAM"
1.30026458534041e-41,7.44435256477297e-37,FALSE,"EASYHAM"
1.83859846524309e-199,1.27441087242887e-140,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,8.41484929722609e-314,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.73658721662779e-166,3.55153430118105e-117,FALSE,"EASYHAM"
1.05204136469244e-197,1.93511850692847e-153,FALSE,"EASYHAM"
2.01987082317346e-315,6.48372284145451e-274,FALSE,"EASYHAM"
7.51263624955355e-204,5.06530778534226e-161,FALSE,"EASYHAM"
6.02724675841037e-202,8.11439379899757e-144,FALSE,"EASYHAM"
3.00478052703036e-205,7.60360551243733e-149,FALSE,"EASYHAM"
1.24934886249538e-107,1.28841646872049e-84,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.03235812128003e-66,6.30595339100266e-64,FALSE,"EASYHAM"
1.38156953204946e-139,9.98568978036586e-135,FALSE,"EASYHAM"
1.54439752260458e-96,2.8024389851941e-77,FALSE,"EASYHAM"
2.41143726423701e-278,5.89479159364801e-224,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
6.71126265918978e-165,3.60560251642277e-129,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
6.96244156426376e-116,1.92177937582675e-73,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.70732617307358e-137,1.49106153695942e-108,FALSE,"EASYHAM"
2.52838624113427e-185,1.24804257384149e-153,FALSE,"EASYHAM"
2.53216376530846e-85,1.15006278469568e-79,FALSE,"EASYHAM"
3.8077101174766e-70,4.38164622706024e-62,FALSE,"EASYHAM"
1.44099814125627e-296,5.36324064941994e-241,FALSE,"EASYHAM"
0,6.13070702574844e-239,FALSE,"EASYHAM"
7.68770881369762e-98,8.9332486710527e-78,FALSE,"EASYHAM"
2.80440851098325e-206,5.07936379081055e-163,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.80615200508829e-231,5.24692855816364e-173,FALSE,"EASYHAM"
5.37536493864039e-152,2.79663369323768e-116,FALSE,"EASYHAM"
4.27250187090244e-308,4.76834314691564e-231,FALSE,"EASYHAM"
6.82270354663049e-159,1.83837280506517e-118,FALSE,"EASYHAM"
7.82110178840239e-208,4.2801217497573e-193,FALSE,"EASYHAM"
1.27480568873202e-176,9.39952755411706e-137,FALSE,"EASYHAM"
5.70408530842413e-46,4.46572925668424e-54,TRUE,"EASYHAM"
9.28038261309756e-301,1.35819519543483e-262,FALSE,"EASYHAM"
2.45032155117552e-149,8.53428394137588e-109,FALSE,"EASYHAM"
2.63931715590535e-224,1.81287636158188e-186,FALSE,"EASYHAM"
2.17407969277545e-116,2.20888583572387e-101,FALSE,"EASYHAM"
4.92002551659817e-169,2.23487397645955e-138,FALSE,"EASYHAM"
2.0350028147412e-195,2.68754042160836e-149,FALSE,"EASYHAM"
9.50031882576472e-219,8.60864034021153e-202,FALSE,"EASYHAM"
1.16266650290296e-53,1.36249896820691e-50,FALSE,"EASYHAM"
1.44730258353958e-112,2.07583008225329e-97,FALSE,"EASYHAM"
6.42433859990547e-313,1.08370323909212e-253,FALSE,"EASYHAM"
9.08843991588264e-65,1.97674601631835e-51,FALSE,"EASYHAM"
5.31673735079134e-72,6.246517411566e-59,FALSE,"EASYHAM"
1.2595771542439e-97,4.29091337792661e-67,FALSE,"EASYHAM"
1.86912668653703e-60,4.40362850989001e-54,FALSE,"EASYHAM"
3.09324280755432e-71,1.59267714182745e-49,FALSE,"EASYHAM"
4.220787713633e-156,2.67786437472618e-120,FALSE,"EASYHAM"
8.31396759164484e-78,2.04047726615999e-71,FALSE,"EASYHAM"
8.23472259805339e-141,1.08249261559262e-99,FALSE,"EASYHAM"
1.02006949005726e-162,4.4191797699068e-131,FALSE,"EASYHAM"
9.66406491890433e-173,3.50554356418929e-139,FALSE,"EASYHAM"
5.56460430928644e-188,1.45789945002272e-158,FALSE,"EASYHAM"
0,3.52810539083167e-313,FALSE,"EASYHAM"
1.85450943696647e-181,3.60369771555718e-158,FALSE,"EASYHAM"
1.42441745516588e-125,3.9695886616894e-92,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
6.70985981009365e-218,1.30042097224463e-191,FALSE,"EASYHAM"
2.94594613825302e-181,5.49273940812478e-140,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.81617418129511e-322,6.94709808585837e-272,FALSE,"EASYHAM"
6.82862225126583e-298,1.4897826257619e-226,FALSE,"EASYHAM"
2.45376573822126e-174,4.51967066800264e-145,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
7.66145921453954e-125,5.31397537151842e-98,FALSE,"EASYHAM"
7.00838780578399e-48,3.47316989929886e-38,FALSE,"EASYHAM"
1.43687263384003e-212,2.48631071897624e-178,FALSE,"EASYHAM"
2.7387477099758e-164,7.35299235037508e-126,FALSE,"EASYHAM"
3.04436290774674e-65,7.68265438998101e-51,FALSE,"EASYHAM"
1.17441014186386e-191,3.70899361512925e-158,FALSE,"EASYHAM"
2.692448675065e-231,8.40520821397133e-176,FALSE,"EASYHAM"
6.39434089979242e-94,2.66167180197383e-70,FALSE,"EASYHAM"
9.22145669985102e-200,6.7290266065547e-157,FALSE,"EASYHAM"
0,8.75145945739306e-258,FALSE,"EASYHAM"
6.50283026467902e-202,6.20876223566718e-164,FALSE,"EASYHAM"
2.34119004861747e-81,7.54652872872405e-69,FALSE,"EASYHAM"
3.6428296376122e-106,1.07757256032679e-90,FALSE,"EASYHAM"
0,4.51817349570209e-270,FALSE,"EASYHAM"
5.79212520823321e-178,1.74733709196995e-143,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
4.70946074124797e-219,3.0021587279298e-179,FALSE,"EASYHAM"
1.30383168683127e-121,6.20004330614498e-84,FALSE,"EASYHAM"
1.06399161202878e-104,2.40786496758086e-85,FALSE,"EASYHAM"
3.40712908944686e-172,1.1651645295596e-157,FALSE,"EASYHAM"
2.88826241981493e-107,1.28783323916856e-76,FALSE,"EASYHAM"
2.50427457363358e-243,4.90242561003323e-193,FALSE,"EASYHAM"
1.18675843433242e-138,2.79842535430261e-113,FALSE,"EASYHAM"
1.13475796438921e-161,7.89913439645773e-105,FALSE,"EASYHAM"
0,4.11571504955134e-319,FALSE,"EASYHAM"
1.10939204843279e-301,1.78961744549675e-254,FALSE,"EASYHAM"
8.23854221124915e-199,7.80233522797837e-140,FALSE,"EASYHAM"
5.71728569079327e-176,3.50123828053036e-135,FALSE,"EASYHAM"
5.20509923422149e-73,6.52440098350226e-67,FALSE,"EASYHAM"
7.81938967667259e-105,6.62269249815586e-86,FALSE,"EASYHAM"
8.09896944757722e-228,1.06462884087253e-178,FALSE,"EASYHAM"
8.81127967344751e-192,1.20676088013093e-162,FALSE,"EASYHAM"
1.0595598269621e-86,2.87365562051732e-84,FALSE,"EASYHAM"
7.12704704228578e-238,3.56093242816877e-196,FALSE,"EASYHAM"
1.27983861478508e-255,2.68112497150997e-236,FALSE,"EASYHAM"
3.6428296376122e-106,1.07757256032679e-90,FALSE,"EASYHAM"
2.75236884657265e-110,2.41118302425144e-93,FALSE,"EASYHAM"
9.14922676190987e-99,1.46449165181211e-74,FALSE,"EASYHAM"
1.67111141401739e-227,6.09968918416204e-168,FALSE,"EASYHAM"
0,1.29124093168081e-260,FALSE,"EASYHAM"
9.81301639527151e-265,1.70260937658954e-200,FALSE,"EASYHAM"
5.30539709039823e-199,6.47058237981544e-142,FALSE,"EASYHAM"
3.6428296376122e-106,1.07757256032679e-90,FALSE,"EASYHAM"
1.45530863762893e-175,9.70894710738242e-127,FALSE,"EASYHAM"
0,1.22924711007164e-312,FALSE,"EASYHAM"
1.61440942994758e-180,1.1128704132368e-140,FALSE,"EASYHAM"
5.79352572060695e-95,2.08006485235194e-75,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.95892913312164e-245,3.75796550371674e-199,FALSE,"EASYHAM"
6.00732356517557e-90,7.05399369481244e-90,FALSE,"EASYHAM"
3.35951145388468e-291,9.54284354698424e-225,FALSE,"EASYHAM"
1.02874248003423e-107,2.15529785715056e-88,FALSE,"EASYHAM"
8.72718457552808e-206,8.20647324876563e-150,FALSE,"EASYHAM"
1.1052547216738e-232,1.99640393465536e-172,FALSE,"EASYHAM"
2.46194399572292e-281,1.03472092265351e-208,FALSE,"EASYHAM"
1.1775828977165e-175,4.41635163413991e-120,FALSE,"EASYHAM"
1.12383136029627e-176,2.00235446308347e-135,FALSE,"EASYHAM"
2.01728673895022e-290,3.15518503175873e-219,FALSE,"EASYHAM"
0,1.21358180742659e-257,FALSE,"EASYHAM"
5.21366193298083e-248,1.96041009105472e-192,FALSE,"EASYHAM"
2.96797903015698e-163,3.52386048487337e-131,FALSE,"EASYHAM"
1.33157238611872e-255,7.92559334567598e-194,FALSE,"EASYHAM"
1.11825488522514e-277,3.56948643108838e-214,FALSE,"EASYHAM"
6.19153806323335e-271,4.93518264997907e-177,FALSE,"EASYHAM"
6.99009294881337e-233,1.13211507931218e-182,FALSE,"EASYHAM"
1.02571587928711e-162,3.03143420941596e-127,FALSE,"EASYHAM"
3.02807304537103e-304,2.02908815745343e-222,FALSE,"EASYHAM"
1.49272222296391e-150,1.09370430789072e-113,FALSE,"EASYHAM"
9.30376271051863e-306,3.24504741800153e-237,FALSE,"EASYHAM"
1.98530160771062e-175,2.8821143611639e-121,FALSE,"EASYHAM"
2.15279959502658e-153,1.77188744538172e-114,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
5.40141388357055e-263,3.51255973560382e-180,FALSE,"EASYHAM"
4.13843165946745e-45,2.15843321861047e-41,FALSE,"EASYHAM"
4.80028366749184e-202,9.46160784114395e-137,FALSE,"EASYHAM"
1.1204719309854e-151,3.4772379465887e-110,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.24520568716027e-232,2.06538708401442e-170,FALSE,"EASYHAM"
2.52062183573554e-121,2.35227614618313e-102,FALSE,"EASYHAM"
0,3.46252432293026e-306,FALSE,"EASYHAM"
2.06426654864305e-206,4.0740759721071e-152,FALSE,"EASYHAM"
0,6.99582584460848e-239,FALSE,"EASYHAM"
5.42508426006694e-133,3.24273262962363e-95,FALSE,"EASYHAM"
1.45858282294793e-316,1.57929993332422e-264,FALSE,"EASYHAM"
7.32872167534423e-246,6.05766753099768e-174,FALSE,"EASYHAM"
2.4831432524615e-106,9.63599477705811e-86,FALSE,"EASYHAM"
5.49794883809268e-225,2.24929700946678e-162,FALSE,"EASYHAM"
9.19431417434731e-271,1.32780669502462e-209,FALSE,"EASYHAM"
1.16895797575569e-251,3.0386399954523e-184,FALSE,"EASYHAM"
3.73914306976866e-156,2.80984376266796e-130,FALSE,"EASYHAM"
5.29314889507822e-230,2.02303709354846e-176,FALSE,"EASYHAM"
9.26684821264381e-158,1.32587007267072e-126,FALSE,"EASYHAM"
2.56317928674399e-113,9.7445535521153e-90,FALSE,"EASYHAM"
1.22684796389109e-218,5.93005967904695e-161,FALSE,"EASYHAM"
3.13909403874179e-162,2.93167896659911e-119,FALSE,"EASYHAM"
5.83100062925191e-151,5.83360029913472e-117,FALSE,"EASYHAM"
5.96445627554069e-140,1.02944199342138e-103,FALSE,"EASYHAM"
2.99690708841768e-56,1.07993034482346e-60,TRUE,"EASYHAM"
4.91387824835442e-94,2.04608327836694e-84,FALSE,"EASYHAM"
2.90558633607121e-138,5.35739469729023e-110,FALSE,"EASYHAM"
1.34488402857781e-228,4.53134323070102e-180,FALSE,"EASYHAM"
9.86395840240055e-260,1.04966370913644e-183,FALSE,"EASYHAM"
4.61850492443394e-201,4.45935291840383e-161,FALSE,"EASYHAM"
1.27386222800748e-163,3.83066474049871e-134,FALSE,"EASYHAM"
8.87363935140616e-145,7.49819066640906e-110,FALSE,"EASYHAM"
2.96439387504748e-323,8.21480991199121e-251,FALSE,"EASYHAM"
7.11296024901265e-99,1.75709745932726e-70,FALSE,"EASYHAM"
4.50255575449007e-103,7.81958115922715e-74,FALSE,"EASYHAM"
1.67705490830193e-142,3.92959454348846e-113,FALSE,"EASYHAM"
3.60006942857742e-196,1.48320269988327e-139,FALSE,"EASYHAM"
3.34442020894375e-198,3.82154000863844e-160,FALSE,"EASYHAM"
1.13887036000814e-171,5.26964020544357e-125,FALSE,"EASYHAM"
2.11520970339828e-200,6.33914721957134e-142,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.04917021244324e-179,3.21146215235356e-148,FALSE,"EASYHAM"
3.97880020398354e-235,5.56173764798369e-175,FALSE,"EASYHAM"
4.53789418742268e-159,8.08473107742733e-119,FALSE,"EASYHAM"
3.69677546181885e-189,9.34924252154362e-142,FALSE,"EASYHAM"
1.40308668343118e-161,9.34161582010019e-124,FALSE,"EASYHAM"
1.17190354906742e-80,2.03102304647974e-72,FALSE,"EASYHAM"
2.61253662575341e-71,5.39414573352829e-62,FALSE,"EASYHAM"
2.00066313710351e-69,1.51143090513919e-58,FALSE,"EASYHAM"
6.90252392616447e-130,4.09233682922759e-109,FALSE,"EASYHAM"
3.66513892888775e-65,1.11343182526017e-53,FALSE,"EASYHAM"
1.20554584509469e-131,7.45954028635697e-99,FALSE,"EASYHAM"
9.77699468853808e-116,2.77679418050394e-86,FALSE,"EASYHAM"
1.85599224877282e-97,4.46530745093861e-74,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.29910429120832e-130,8.19073096659009e-89,FALSE,"EASYHAM"
6.31111311052003e-83,3.36066662524466e-63,FALSE,"EASYHAM"
3.6677327518045e-43,2.3783313414104e-39,FALSE,"EASYHAM"
4.30717475308384e-110,1.88637524423036e-69,FALSE,"EASYHAM"
1.90422886207805e-142,1.54174054895074e-100,FALSE,"EASYHAM"
1.06027818444785e-128,1.85315879604341e-92,FALSE,"EASYHAM"
1.90218694717646e-108,2.19070665866823e-89,FALSE,"EASYHAM"
4.82104454735286e-221,6.26265614183308e-168,FALSE,"EASYHAM"
4.16763368635117e-250,3.24052808952786e-180,FALSE,"EASYHAM"
1.01842081574784e-259,2.22036363620323e-200,FALSE,"EASYHAM"
2.74133496187235e-171,7.99401998856722e-120,FALSE,"EASYHAM"
2.17988987177236e-168,1.86102517585057e-151,FALSE,"EASYHAM"
6.62762467492324e-175,2.51582348663829e-131,FALSE,"EASYHAM"
8.18751157706745e-152,1.65148224184175e-128,FALSE,"EASYHAM"
2.60568787573571e-212,5.08595191352999e-186,FALSE,"EASYHAM"
2.73548740994271e-133,5.09057126870379e-115,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
3.90408555473031e-126,4.86156275236779e-98,FALSE,"EASYHAM"
1.55708195223994e-113,1.81489533406398e-100,FALSE,"EASYHAM"
4.18704468357665e-152,7.86934475188647e-111,FALSE,"EASYHAM"
1.06821112018575e-124,5.45999483231844e-101,FALSE,"EASYHAM"
4.84345008999194e-87,9.91510303358329e-61,FALSE,"EASYHAM"
2.22701819704589e-96,2.19881864181897e-91,FALSE,"EASYHAM"
8.38744431699664e-148,6.5069747729244e-102,FALSE,"EASYHAM"
2.93957198457621e-180,5.92707059290895e-118,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
6.90577171692802e-186,5.08964020342716e-148,FALSE,"EASYHAM"
1.15265515174763e-320,8.68305720164991e-271,FALSE,"EASYHAM"
2.07876149440353e-258,4.46247981416796e-187,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
0,4.2259592035387e-265,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
2.56058948588678e-307,1.04750361559998e-212,FALSE,"EASYHAM"
3.09719020843177e-133,9.08312738911997e-93,FALSE,"EASYHAM"
4.04145658791252e-310,2.0320183195939e-232,FALSE,"EASYHAM"
4.76795460514879e-176,3.0262298980966e-123,FALSE,"EASYHAM"
1.19949633746941e-213,4.40781257815794e-159,FALSE,"EASYHAM"
8.62320936606888e-151,8.7079126840155e-111,FALSE,"EASYHAM"
1.62665903749378e-167,9.86493113945822e-106,FALSE,"EASYHAM"
7.41426052630831e-205,2.40385741312226e-159,FALSE,"EASYHAM"
1.29552041837706e-94,1.04968499753313e-69,FALSE,"EASYHAM"
2.86014958562323e-96,3.89246949962306e-72,FALSE,"EASYHAM"
0,3.20635129724711e-294,FALSE,"EASYHAM"
2.67614282395767e-179,7.20384422980881e-135,FALSE,"EASYHAM"
5.5662281840166e-140,6.70343466116202e-115,FALSE,"EASYHAM"
7.81818150690291e-40,1.85169432475043e-32,FALSE,"EASYHAM"
2.04042214166485e-215,6.59613163352106e-151,FALSE,"EASYHAM"
2.97377595175301e-130,1.44977238468638e-103,FALSE,"EASYHAM"
6.63690963836162e-73,5.77016965167976e-60,FALSE,"EASYHAM"
5.04719286424773e-59,5.82224151016142e-40,FALSE,"EASYHAM"
6.55276030087238e-99,2.7106740569957e-64,FALSE,"EASYHAM"
4.31993720991246e-181,4.68470258573651e-125,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
7.11907675726498e-96,3.74206696650328e-66,FALSE,"EASYHAM"
2.98250703255676e-137,2.00070068951344e-100,FALSE,"EASYHAM"
2.85674312115529e-108,6.18097018844001e-80,FALSE,"EASYHAM"
2.0804913264462e-91,1.1410468703021e-72,FALSE,"EASYHAM"
4.17503073269602e-69,7.41833453176381e-60,FALSE,"EASYHAM"
5.87423557346289e-288,1.33646140052215e-200,FALSE,"EASYHAM"
3.07185739533805e-73,6.30544537869582e-60,FALSE,"EASYHAM"
1.11588868897261e-158,1.85953588579836e-127,FALSE,"EASYHAM"
3.92714056424889e-121,4.81232478457426e-94,FALSE,"EASYHAM"
1.21189657186601e-97,2.57374635865702e-74,FALSE,"EASYHAM"
2.17786939758866e-244,6.10599283295642e-176,FALSE,"EASYHAM"
7.04285539042085e-59,7.93944997097291e-47,FALSE,"EASYHAM"
2.0276569372184e-230,3.21277275411633e-180,FALSE,"EASYHAM"
3.15768536604504e-46,2.12034969516964e-34,FALSE,"EASYHAM"
2.95970964274667e-111,1.32595743194176e-82,FALSE,"EASYHAM"
4.67869089230927e-109,1.2174383905323e-80,FALSE,"EASYHAM"
4.0949011217341e-286,1.37766871228762e-223,FALSE,"EASYHAM"
4.09236023439437e-82,2.93544274764855e-53,FALSE,"EASYHAM"
2.98044276667407e-144,7.68807533375582e-91,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
8.93541210891745e-196,5.75480886063362e-147,FALSE,"EASYHAM"
2.94824705095021e-61,1.61033093406833e-54,FALSE,"EASYHAM"
3.74609659042521e-87,3.34665923880682e-73,FALSE,"EASYHAM"
2.3959024526584e-39,1.48585510599564e-39,TRUE,"EASYHAM"
4.06657548309688e-72,3.92833618110446e-46,FALSE,"EASYHAM"
1.74563147412827e-246,1.05226868235914e-194,FALSE,"EASYHAM"
8.72690661705457e-115,6.1894061483151e-91,FALSE,"EASYHAM"
6.38062681561513e-176,6.15668699739961e-137,FALSE,"EASYHAM"
1.09638441068493e-92,8.40294193811473e-79,FALSE,"EASYHAM"
0,4.94065645841247e-324,FALSE,"EASYHAM"
0,0,FALSE,"EASYHAM"
1.10966140258247e-43,6.09746163581088e-38,FALSE,"EASYHAM"
3.12471674539386e-96,6.91629072551756e-86,FALSE,"EASYHAM"
4.13384127544819e-77,1.27868654728418e-62,FALSE,"EASYHAM"
